title,price,rating,desc
HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-ec0000AX Thi...,64700,4.8,"AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation1 Year Onsite Warranty"
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,68990,4.3,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayNA1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection
HP Omen Ryzen 7 Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,89990,4.3,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty
HP Pavilion Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0208TU Thin and Light Lapt...,54490,4.9,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty
ASUS Vivobook 14 Touchscreen Intel P-Series Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402...,49990,4.9,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty
DELL Alienware Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,167990,4.1,Intel Core i7 Processor (12th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Premium Support Plus (Includes ADP)
ASUS ROG Flow Z13 (2022) Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,161990,4.1,Intel Core i9 Processor (12th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Operating System1 TB SSD34.04 cm (13.4 Inch) Touchscreen Display1 Year Onsite Warranty
ASUS TUF Dash F15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,101990,3.8,Intel Core i7 Processor (12th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 306...,99990,4.5,"Pre-installed Genuine Windows 10 Home OSIntel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inches) DisplayCooler Boost 5, Hi-Res Audio, Nahimic 3, Speaker Tuning Engine, MSI Center2 Year On-Site Warranty"
DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G1...,103490,4.5,"Processor: Intel i7-11800H- (2.30 GHz up to 4.60 GHz) 16MB L3RAM & Storage: 16GB DDR4 (2 DIMM Slots) & 512GB SSDGraphics: NVIDIA� GEFORCE� RTX 3050 Ti (4GB GDDR6)Display: 15.6"" FHD WVA AG 250 nits 120Hz Narrow Border, Backlit Keyboard OrangeColor: Dark Shadow GreyPorts: 1. HiSpeed USB 2.0 | 2. HiSpeed USB 2.0 with PowerShare | 3. USB 3.2 Gen 1 Type-C port with DisplayPort with alt mode | 4. SuperSpeed USB 3.2 | 5. HDMI | 6. Power in | 7. RJ45 | 8. Headphones/micIntel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Premium Support"
ASUS ROG Strix SCAR 17 (2023) with 90WHr Battery Ryzen 9 Octa Core 7945HX - (16 GB/1 TB SSD/Windows 11...,269990,4.6,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD43.94 cm (17.3 Inch) Display1 Year Onsite Warranty
HP OMEN Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,92990,4.4,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty
Lenovo Legion 5 Pro Ryzen 7 Octa Core 6800H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,191990,5.0,AMD Ryzen 7 Octa Core Processor32 GB DDR5 RAMWindows 11 Operating System1 TB SSD103.23 cm (40.64 cm) Display3 Years Onsite Warranty + 1 Year Accidental Damage Protection + 3 Years Legion Ultimate Support
HP Pavilion (2023) Eyesafe Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) EG2036TU Thin a...,71990,4.2,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
DELL Ryzen 3 Quad Core 5425U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Laptop,37390,4.3,"Processor: R3-5425U (2.70 GHz up to 4.1 GHz)RAM & Storage: 8GB DDR4 & 256GB SSDDisplay:14.0"" FHD WVA AG Narrow Border 250 nitsSoftware: Win 11 + Office H&S 2021Ports: 1 USB3.2 Gen1 Type-C port, 1 USB3.2 Gen1 port?, 1 USB 2.0 part?, 1 Headset jack, 1 HDMI 1.4, 1 Flip-down RJ 45 port 10/100/1000 Mbps?, 1 SD 3.0 card slotWiFi & BT: 802.11ac 1x1 WiFi and BluetoothAMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Hardware Service"
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,106990,4.1,"Apple M2 Processor8 GB Unified Memory RAMMac OS Operating System256 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty"
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX - (32 G...,336990,4.3,AMD Ryzen 9 Octa Core Processor32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty
Lenovo Yoga Slim 7 Pro Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IHU5 Thin and Lig...,69990,4.5,Intel Core i5 Processor (11th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection
ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5-3500U - (8 GB/512 GB SSD/Windows 11 Home) M415DA-EB71...,46990,4.8,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM32 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty
APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MK1F3HN/A,243990,4.1,"Apple M1 Pro Processor16 GB Unified Memory RAMMac OS Operating System1 TB SSD41.15 cm (16.2 inch) DisplayiMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty"
Acer One Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Z8-415 Thin and Light Laptop,29990,4.1,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Warranty
Acer One Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Z8-415 Thin and Light Laptop,31990,4.0,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Warranty
HP Ryzen 9 Octa Core 6900HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/AMD Radeon RX 6650M) 16-n0...,154490,4.3,AMD Ryzen 9 Octa Core Processor32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty
DELL Alienware Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 307...,300490,4.8,Intel Core i7 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD43.94 cm (17.3 Inch) Display1 Year Onsite Premium Support Plus (Includes ADP)
DELL Alienware Core i9 12th Gen - (32 GB/1 TB HDD/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,304990,4.2,Intel Core i9 Processor (12th Gen)32 GB LPDDR5 RAM64 bit Windows 11 Operating System1 TB HDD|1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Premium Support Plus (Includes ADP)
HP Omen Ryzen 7 Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,107699,4.4,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty
Lenovo V15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) V15 ITL G2 Laptop,48990,4.3,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD100.63 cm (39.62 cm) DisplayNo1 Year Onsite Warranty + 1 Year Accidental Damage Protection Add On
HP Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Notebook,22990,3.9,AMD Athlon Dual Core Processor4 GB DDR4 RAMDOS Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U - (16 GB/1 TB SSD/Windows 11 Home) M1605YA-MB551WS Lap...,63990,4.5,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty
Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,28990,3.8,Intel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
HP Pavilion Aero (2023) Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2057AU Thin ...,68990,4.0,AMD Ryzen 5 Hexa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD33.78 cm (13.3 Inch) Display1 Year Onsite Warranty
MSI Sword 15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,79990,4.1,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-In Warranty Term
MSI Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) GF63 T...,62990,4.1,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2223AU Thin and Light Laptop,44490,4.2,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
ASUS Vivobook 14 Touchscreen Intel P-Series Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402...,49990,4.0,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty
Lenovo IdeaPad 5 Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 14ABA7 Thin and Light La...,62990,4.5,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection
Acer Aspire 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,57990,4.5,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW)
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphi...,105990,4.1,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
APPLE 2021 Macbook Pro M1 Max - (32 GB/1 TB SSD/Mac OS Monterey) MK1A3HN/A,309490,3.0,"Apple M1 Max Processor32 GB Unified Memory RAMMac OS Operating System1 TB SSD41.15 cm (16.2 inch) DisplayiMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty"
ASUS Vivobook Go 14 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK322WS...,36990,4.5,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty
APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J001KD,111990,4.0,"Apple M1 Processor16 GB DDR4 RAMMac OS Operating System256 GB SSD33.78 cm (13.3 inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty"
DELL Alienware Core i9 11th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 30...,323990,4.0,Intel Core i9 Processor (11th Gen)32 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD43.94 cm (17.3 Inch) Display1 Year Onsite Premium Support Plus (Includes ADP)
APPLE 2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MK1E3HN/A,225090,4.1,"Apple M1 Pro Processor16 GB Unified Memory RAMMac OS Operating System512 GB SSD41.15 cm (16.2 inch) DisplayiMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty"
DELL Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Laptop,40990,4.8,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service
ASUS Vivobook S 14 Flip Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home) TN3402QA-LZ740WS ...,67990,5.0,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty
MSI Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN Thin and Light Laptop,48990,4.4,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
Acer One Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Z8-415 Thin and Light Laptop,29990,4.1,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Warranty
Acer One Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Z8-415 Thin and Light Laptop,31990,4.1,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Warranty
MSI Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-438IN Thin and Light Laptop,45990,3.8,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 ...,211990,4.0,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
ASUS ROG Flow Z13 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,123990,4.0,Intel Core i7 Processor (12th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD34.04 cm (13.4 Inch) Touchscreen Display1 Year Onsite Warranty
Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,30990,4.0,Intel Core i3 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 ...,166990,4.1,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX GTX 1...,67490,3.0,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Smart, HP Jumpstarts1 Year onsite warranty"
HP Envy x360 Creator OLED Eyesafe Intel Evo Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 15-ew0...,108990,4.5,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Touchscreen Display1 Year Onsite Warranty
Lenovo Yoga Slim 7 Pro Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IHU5 Thin and Lig...,69990,4.0,Intel Core i5 Processor (11th Gen)16 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display3 Years Warranty
ASUS ROG Zephyrus M16 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,226990,4.0,Intel Core i9 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty
ASUS Vivobook 16 (2023) Ryzen 5 Hexa Core 7530U - (8 GB/1 TB SSD/Windows 11 Home) M1605YA-MB531WS Lapt...,50990,4.1,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty
DELL Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,92990,4.5,"Processor: AMD R7-6800H (3.20 GHz Up to 4.70 Ghz 8 cores 16MB L3 Cache)RAM & Storage: 16GB, 2x8GB, DDR5, 4800Mhz & 512GB SSDDisplay & Graphics: 15.6"" FHD WVA AG 120Hz 250 nits Narrow Border & NVIDIA GEFORCE RTX 3050 (4GB GDDR6)Software & Keyboard: Win 11 + Office H&S 2021 & Backlit Keyboard OrangePorts: (1) HDMI 2.1, (3) SuperSpeed USB 3.2 Gen 1 Type-A, (1) USB Type C Gen 3.2 Display Port Alt-Mode, Headphone/Mic, (1) RJ45AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD96.52 cm (38 cm) Display1 Year Onsite Premium Support"
MSI Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) Thin G...,59990,4.5,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,107990,4.1,"Apple M2 Processor8 GB Unified Memory RAMMac OS Operating System256 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty"
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,59490,4.0,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5518 Thin and Light Lapto...,49890,4.5,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX - (16 GB/1 TB SSD/Windows 11 Hom...,162990,4.1,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
DELL Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) ...,138990,4.1,"Processor: Intel i9-12900H (Base- 3.80 GHz & Turbo up to 5.0 GHz) 14 CoresRAM & Storage: 16GB DDR4 & 512GB SSDGraphics & Keyboard: NVIDIA GEFORCE RTX 3060 (6GB GDDR6) & Backlit Keyboard OrangeDisplay: 15.6"" FHD WVA AG 165Hz 300 nits Narrow BorderIntel Core i9 Processor (12th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service"
HP Pavilion Aero (2023) Ryzen 7 Octa Core 7735U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE2047AU Thin an...,78990,4.7,AMD Ryzen 7 Octa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD33.78 cm (13.3 Inch) Display1 Year Onsite Warranty
Acer One Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Z8-415 Thin and Light Laptop,29990,3.9,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Warranty
Acer One Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Z8-415 Thin and Light Laptop,31990,4.6,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Warranty
ASUS Zenbook Pro 14 Duo OLED (2023) with 76WHr Battery Intel H-Series Core i5 13th Gen - (16 GB/1 TB S...,204450,3.0,Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD36.83 cm (14.5 Inch) Touchscreen Display1 Year Onsite Warranty
MSI Raider GE66 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 30...,244990,4.3,Intel Core i7 Processor (12th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display2 Year On-Site Warranty
ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1500EA-EJ3381WS Laptop,36990,4.1,"Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11, Microsoft Office H&S 2021, 1 Year McAfee1 Year Onsite Warranty"
HP Envy x360 Creator Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360-bf0121TU Thi...,84990,4.0,Intel Core i5 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD34.04 cm (13.4 Inch) Touchscreen Display1 Year Onsite Warranty
DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti...,99000,4.4,Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty
HP 255 G8 Ryzen 3 Dual Core AMD Ryzen3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Notebook Notebo...,34800,3.8,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 111 Year
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home...,123990,4.1,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
ASUS ROG Strix SCAR 15 Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForc...,256990,4.1,Intel Core i9 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
